순번,기관명,행사명,주관기관명,행사지역,행사장소,기술 분류,해시태그,행사기간-시작일,행사기간-종료일
1057,연구개발특구진흥재단,대덕트구 융합성장 네트워크 나노반도체산업 연구회,"연구개발특구진흥재단, 대덕넷 ",대덕특구,대덕 TBC 콜라보홀(1층) ,NT,#연구개발특구#과학기술#기술사업화#나노반도체#산업화전략,2024-05-29,2024-05-29
1058,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,광주광역시 광산구 경제특강,광주광역시 광산구,광주특구,광주광역시 광산구청 7층 윤상원홀,기타,#연구개발특구#전문성#창업,2024-05-08,2024-05-08
1059,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024년 5월 광주창업포럼,광주창조경제혁신센터,광주특구,김대중 컨벤션센터 K스튜디오,"IT,BT,CT,ET,NT,ST",#연구개발특구#과학기술#기술사업화,2024-05-29,2024-05-29
1060,연구개발특구진흥재단,사회문제해결 기술확산세미나,에이아이프렌즈학회,대덕특구,온라인(AI프렌즈 유튜브 채널),IT,#인공지능#사회문제해결#문제발굴#대전시,2024-05-29,2024-05-29
1061,연구개발특구진흥재단,2024년 화이트바이오 순환경제 산업기술연구조합 포럼,인천강소특구,강소특구,인천대,ET,,2024-05-30,2024-05-30
1062,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024년 광주 창업&프랜차이즈 박람회,(주)MICE좋은공간,광주특구,광주광역시 김대중컨벤션센터,"IT,BT,CT,ET,NT,ST",#연구개발특구#기술사업화#창업,2024-06-07,2024-06-10
1063,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024 빛고을 로봇 페스티벌,광주관광공사,광주특구,김대중켜벤션센터 1층 다목적홀,"IT,CT",#과학기술#기술사업화#로봇,2024-06-29,2024-06-29
1064,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,Human Mobility Science,전남대학교 데이터사이언스 대학원,광주특구,"온라인(화상회의, 실시간 영상 등)_전남대학교",IT,#연구개발특구#과학기술,2024-05-24,2024-05-24
1065,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,Google의 빅데이터와 AI의 미래 세미나,전남대학교,광주특구,전남대학교 G&R Hub 1층 세미나실,IT,#연구개발특구#과학기술#기술사업화,2024-05-31,2024-05-31
1066,강소특구육성1팀,2024 강원춘천 강소연구개발특구 성과공유회,강원대학교,강소특구,충남창업마루나비 4F,기타,#연구개발특구#전문성#과학기술#기술사업화,2024-05-29,2024-05-29
1067,연구개발특구진흥재단,제75회 대덕이노폴리스포럼,(사)대덕클럽,대덕특구,ETRI 융합기술연구생산센터 2층 대회의실,기타,,2024-05-28,2024-05-28
1068,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,[전남대학교 인권센터] 대학생 인권 서포터즈 모집 안내,전남대학교,광주특구,전남대학교,기타,,2024-05-20,2024-05-28
1069,연구개발특구진흥재단 부산연구개발특구본부,부산특구 제10회 연구소기업협의회,부산연구개발특구본부,부산특구,부산글로벌테크비즈센터 국제회의실,"IT,BT,CT,ET,NT,ST","#연구소기업, #협의회, #파나시아, #경성산업, #부산특구, #특구재단, #연구개발특구, #CEO, #멘토링",2024-05-29,2024-05-29
1070,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,라오스 문화자원 ODA 관리자 초청 연수,전남대학교,광주특구,"광주, 여수, 서울 일원",기타,#연구개발특구#ODA,2024-05-27,2024-06-01
1071,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,"GIST-핀란드 알토대, 창의융합교육 세미나",광주과학기술원,광주특구,광주과학기술원 오룡관 101호,기타,#연구개발특구#과학기술#기술사업화#전문성#인재양성,2024-05-30,2024-05-30
1072,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,K-MOOC Concert,조선대학교 교무처 창의융합교육단 E-Learning지원팀,광주특구,조선대학교 교무처 창의융합교육단 E-Learning지원팀,기타,#연구개발특구#콘서트,2024-05-20,2024-05-20
1073,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,기업유형별 입사지원서 & 역량면접 특강,조선대학교,광주특구,조선대학교 대학교 일자리플러스센터,기타,#연구개발특구#전문성#취업,2024-06-05,2024-06-13
1074,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024 프로젝트형 일경험 프로그램,조선대학교,광주특구,(사)인재육성아카데미 청년내일센터 및 기업현장,기타,#연구개발특구#전문성#취업#교육,2024-07-02,2024-07-26
1075,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024 찾아가는 취업지원서비스(청년고용정책 연계),조선대학교,광주특구,조선대학교 국제관2층 취창업 탐색실,기타,#연구개발특구#전문성#취업,2024-06-05,2024-06-05
1076,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,제58회 조선대학교 전국 학생 미술 실기대회,조선대학교,광주특구,조선대학교,기타,#연구개발특구/행사,2024-06-01,2024-06-01
1077,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024년 과학스쿨,광주과학기술원,광주특구,"국립광주과학관 상상홀, 광주과학기술원 오룡관 303호",기타,#연구개발특구#과학기술,2024-02-21,2024-12-18
1078,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024 광주 미래산업 EXPO,"광주관광공사, KOTRA",광주특구,김대중 컨벤션센터,"IT,BT,CT,ET,NT,ST",#연구개발특구#과학기술,2024-06-27,2024-06-29
1079,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,제10회 광주광역시 공공데이터 활용 창업경진대회,(재)광주창조경제혁신센터,광주특구,(재)광주창조경제혁신센터,"IT,BT,CT,ET,NT,ST",#연구개발특구#과학기술#전문성#창업,2024-06-26,2024-06-26
1080,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,예비창업자를 위한 창업 상담,광주창조경제혁신센터,광주특구,광주창조경제혁신센터,"IT,BT,CT,ET,NT,ST",,2024-05-01,2024-12-31
1081,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,창업BuS 프로그램_창업기업 모집,광주창조경제혁신센터,광주특구,광주창조경제혁신센터 TIPS투자팀,"IT,BT,CT,ET,NT,ST",#연구개발특구#과학기술#창업,2024-05-01,2024-11-30
1082,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024년 G-IN Next Level 7기 프로그램,광주창조경제혁신센터,광주특구,광주창조경제혁신센터 TIPS투자팀,"IT,BT,CT,ET,NT,ST",#연구개발특구#과학기술#투자,2024-05-09,2024-06-05
1083,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,Sound of Lost Ark 공연,조선대학교,광주특구,조선대학교 해오름관,기타,#공연#연주회,2024-06-01,2024-06-01
1084,연구개발특구진흥재단,혁신신약살롱 대전(6월),미래과학기술지주,대덕특구,충남대학교 팁스타운 1층 팁스홀,BT,#투자유치 #네트워킹 #전문성,2024-06-05,2024-06-05
1085,연구개발특구진흥재단,제1회 전북포럼,전북도청,전북특구,원광대학교,기타,,2024-06-25,2024-06-25
1086,연구개발특구진흥재단,2024년 공공데이터 활용 창업경진대회,전북테크노파크,전북특구,전북테크노파크,IT,#전북 #공공데이터,2024-04-11,2024-07-12
1087,연구개발특구진흥재단,데이터분석 준전문가 교육생 모집,전북테크노파크,전북특구,전북테크노파크,IT,#전북 #데이터분석 #준전문가,2024-03-25,2024-11-03
1088,연구개발특구진흥재단,2024 호남 Boom-UP 투자 IR DAY,(주)전북대 기술지주회사,전북특구,전주시,IT,#전북 #IR #투자,2024-06-14,2024-06-14
1089,연구개발특구진흥재단,2024 전주ICT이노베이션스퀘어 디지털신기술 세미나,전주정보문화산업진흥원,전북특구,전주시,기타,#전북 #디지털 #AI,2024-06-05,2024-06-05
1090,연구개발특구진흥재단,2024년 전주시 열린시민강좌,전주시,전북특구,전주시,기타,#전북 #공감 #시민강좌,2024-06-12,2024-06-12
1091,연구개발특구진흥재단,2024 스타트업 콘텐츠 공모전,전주시,전북특구,전북 콘텐츠융합진흥원,기타,#전북 #콘텐츠 #공모,2024-05-14,2024-06-07
1092,연구개발특구진흥재단,2024 INNOVATE KOREA,KAIST,대덕특구,KAIST 류근철 스포츠 컴플렉스,기타,,2024-06-05,2024-06-05
1093,연구개발특구진흥재단,2024 Horizon Europe 설명회(2차),한국연구재단,대덕특구,한국에너지기술연구원 복합동 세미나실,기타,,2024-06-04,2024-06-04
1094,연구개발특구진흥재단,2024 특별기획전 미래모빌리티,국립중앙과학관,전북특구,전북특별자치도교육청과학교육원 전시체험관 1층 특별기획실,기타,#미래모빌리티 #과학기술 # 전시체험 #비행체 #드론,2024-05-31,2024-12-31
1095,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024 과학문화바우처_국립과주과학관,"과학기술정통부, 한국과학창의재단, 국립광주과학관",광주특구,국립광주과학관,"IT,BT,CT,ET,NT,ST",#과학기술,2024-05-01,2024-08-31
1096,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,[별빛과학캠프] 가족과 함께하는 별밤 캠프(6/15),국립광주과학관,광주특구,"국립광주과학관 별빛누리관, 별빛천문대 등",기타,#과학기술,2024-06-15,2024-06-16
1097,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,[가족과 함께하는 별밤 캠프] 2기_국립광주과할관,국립광주과학관,광주특구,"국립광주과학관 별빛누리관, 별빛천문대 등",기타,#과학기술,2024-06-22,2024-06-23
1098,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,[가족과 함께하는 별밤 캠프] 3기,국립광주과학관,광주특구,"국립광주과학관 별빛누리관, 별빛천문대 등",기타,#과학기술,2024-06-29,2024-06-30
1099,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024 과학스쿨_썩는 플라스틱도 있나요 ,광주과학기술원,광주특구,국립광주과학관,"ET,NT",#연구개발특구#과학기술,2024-06-19,2024-06-19
1100,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,제3회 사회적경제 박람회 슬로건 공모전,광주 사회적경제지원센터,광주특구,김대중 컨벤션센터 B홀,"IT,BT,CT,ET,NT,ST",#과학기술#기술사업화#로컬#혁신#사회적가치,2024-05-22,2024-06-07
1101,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,제3회 광주 사회적경제 박람회,광주 사회적경제시원센터,광주특구,김대중 컨벤션센터 B홀,"IT,BT,CT,ET,NT,ST",#과학기술#기술사업화,2024-09-12,2024-09-14
1102,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024 ACE FAIR,"광주관광공사, 광주정보문화산업진흥원, KDTA, 광주디자인진흥원 KOTRA",광주특구,김대중 컨벤션센터,"IT,BT,CT,ET,NT,ST",#과학기술,2024-09-26,2024-09-29
1103,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024광주창업 페스티벌,"광주창조경제혁신센터, 광주테크노파크, 광주광역시관광공사",광주특구,김대중 컨벤션센터 전시관,"IT,BT,CT,ET,NT,ST",#과학기술#기술사업화#투자#창업,2024-11-28,2024-11-29
1104,연구개발특구진흥재단,ETRI 컨퍼런스 2024,한국전자통신연구원,대덕특구,과학기술컨벤션센터 B1F,"IT,ET",,2024-06-26,2024-06-27
1105,연구개발특구진흥재단,2024 제4회 COPMASS FORUM,한국자동차연구원,강소특구,충남창업마루나비 5층,"IT,BT,CT,ET",,2024-06-11,2024-06-11
1106,연구개발특구진흥재단,전주ICT이노베이션스퀘어 견학 프로그램 참가자 모집,전주정보문화산업진흥원,전북특구,서울(코엑스),IT,#전북 #ICT #이노베이션스퀘어,2024-06-03,2024-06-11
1107,연구개발특구진흥재단,"대덕특구 MZ세대 사회공헌활동 ""농활봉사""",대덕연구개발특구기관장협의회,대덕특구,연구단지 운동장 제2주차장,기타,,2024-06-21,2024-06-21
1108,한국과학기술원,원자력 시민강좌 ,한국과학기술원,대덕특구,한국과학기술원 학술문화관(문화관) 양승택 오디토리움(E9 2층),기타,#카이스트 #시민강좌 #원자력 #방사선 ,2024-06-19,2024-06-19
1109,대전테크노파크,제10회 대전혁신기술교류회,대전테크노파크,대덕특구,D-유니콘라운지(신세계 엑스포타워 20층),BT,"#혁신기술, #교류회, #기술이전. #네트워킹",2024-06-11,2024-06-11
1110,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024 농식품 창업 콘테스트 모집,한국농업기술진흥원,광주특구,서울,"IT,BT,CT,ET,NT,ST",#과학기술#창업,2024-05-27,2024-06-26
1111,연구개발특구진흥재단,"제88회 대전창업포럼 성심광역시 대전, 로컬창업으로 쑥클랭",대전창조경제혁신센터,대덕특구,대전창조경제혁신센터,기타,,2024-06-13,2024-06-13
1112,연구개발특구진흥재단,대구스타트업리더스포럼,대구창조경제혁신센터,대구특구,대구창조경제혁신센터 1층 C-Quad,기타,#스타트업 #네트워킹 #포럼 #투자유치 #지역투자,2024-06-26,2024-06-26
1113,연구개발특구진흥재단,2024년 대구청년 슬기로운 인생계획 지원사업,대구창조경제혁신센터,대구특구,대구창조경제혁신센터,기타,#미취업청년 #역량강화 #진단검사 #그룹코칭 #멘토링,2024-06-27,2024-07-16
1114,연구개발특구진흥재단,2024년 대구청년 슬기로운 직장생활 지원사업,대구창조경제혁신센터,대구특구,대구창조경제혁신센터 1층 C-quad,기타,#직장인 #커리어관리 #진단검사 #중간리더,2024-06-27,2024-07-16
1115,연구개발특구진흥재단,DCOE(디코) 콘텐츠랩 교육생 모집,대구디지털혁신진흥원,대구특구, 대구콘텐츠비즈니스센터 1층 나래교육실,"IT,CT",#콘텐츠 #교육 #AI #콘텐츠고도화,2024-06-22,2024-10-22
1116,연구개발특구진흥재단,GTP 활용 메이커 양성,대구창조경제혁신센터,대구특구,대구창조경제혁신센터 메이커스페이스동 c-fab,IT,#CHATGPT #AI #생성형AI #창업기업 #메이커스페이스,2024-06-29,2024-06-29
1117,(재)연구개발특구진흥재,「제1회 전북포럼」(생명경제의 미래를 그리다),"전북특별자치도, 익산시",전북특구,익산 원광대학교 숭산기념관(3층),BT,"#전북포럼, #농생명 #전문성",2024-06-25,2024-06-25
1118,(재)연구개발특구진흥재단,정읍 첨단산업단지 바이오-혁신기관 기업상생 발전 간담회,"전북특별자치도, 정읍시",전북특구,정읍 복합문화센터 3층 대강당,BT,#기업상생 #바이오 #정읍첨단산단 #바이오입주기업소통간담회,2024-06-11,2024-06-11
1119,(재)연구개발특구진흥재단,2024 스마트팜 청년창업 보육센터 7기 교육생 모집,"농림축산식품부, 한국농업기술진흥원",전북특구,전북 김제 등,기타,"#스마트팜, #전문성",2024-05-20,2024-06-20
1120,연구개발특구진흥재단 강소특구육성2팀,(식약처 협력) 의료분야 제품화지원 사전상담,연구개발특구진흥재단 강소특구지원본부,강소특구,대덕테크비즈센터 1층 콜라보홀 및 SPACE-N,BT,"#식약처, #강소연구개발특구, #대덕연구개발특구, #사전상담, #제품화지원",2024-06-11,2024-06-11
1121,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024 광주창업페스티벌 파트너십 매칭데이,광주광역시관공공사,광주특구,광주광역시관광공사 MICE운영팀,"IT,BT,CT,ET,NT,ST",#과학기술#창업,2024-06-10,2024-06-21
1122,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,광주청년일경험드림플러스사업 16기 드림터 모집,광주청년일경험드림플러스 사업단,광주특구,전남대학교 산학협력단,"IT,BT,CT,ET,NT,ST",#과학기술#창업,2024-06-03,2024-06-14
1123,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,전남대학교 해외 파견 프로그램 선발,전남대학교,광주특구,전남대학교,"IT,BT,CT,ET,NT,ST",#연구개발특구#과학기술,2024-01-08,2024-09-29
1124,연구개발특구진흥재단,연구개발특구 테크 스타트업 투자 브릿지 정기 IR,연구개발특구진흥재단,대구특구,온라인(비대면),"IT,BT,CT,ET,NT,ST",#온라인IR,2024-06-26,2024-06-26
1125,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,천년고도 광주가 품은 역사 이야기,조선대학교 재난 인문학연구사업단,광주특구,광주광역시 은암미술관 2층,기타,,2024-05-31,2024-07-05
1126,연구개발특구진흥재단,연구개발특구 딥테크 혁신성장 포럼,연구개발특구진흥재단,대덕특구,대덕테크비즈센트 1층 콜라보홀,기타,,2024-06-20,2024-06-20
1127,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,전환마을 CSU 기후위기 대응 포럼,조선대학교 기후위기대응 융합인재양성사업단,광주특구,조선대학교 본관 4145호,ET,#연구개발특구#기후위기#재생에너지#ESG#거버넌스,2024-08-05,2024-08-05
1128,연구개발특구진흥재단,멀티모달(Multi-Modal) 인공지능 세미나,에이아이프렌즈학회,대덕특구,온라인(AI프렌즈 유튜브 채널),IT,#멀티모달 #GPT #에이아이프렌즈학회,2024-06-19,2024-06-19
1129,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024년 K-MOVE스쿨 연수생 모집,조선대학교,광주특구,조선대학교,기타,#연구개발특구#취업,2024-06-07,2024-06-11
1130,연구개발특구진흥재단,제8회 UST 정책포럼 지산학연 협력 인재양성 모델 확립방안,과학기술연합대학원대학교,대덕특구,UST 사이언스홀,기타,,2024-06-26,2024-06-26
1131,연구개발특구진흥재단,제 2회 연구행정 컨퍼런스 ,"대덕넷, 연구개발특구진흥재단, NST",대덕특구,DCC 1층 중회의실 ,기타,,2024-06-28,2024-06-28
1132,연구개발특구진흥재단,제2문화예술복합단지 성공 기원 및 대전시향 창단 40주년 기념 슈퍼 콘서트,대전광역시,대덕특구,엑스포시민광장,기타,,2024-06-11,2024-06-11
1133,한남대학교 이노폴리스캠퍼스사업단,한남대학교 이노폴리스캠퍼스사업단 창업검증프로그램,한남대학교 산학협력단,대덕특구,한남대학교 경상대학,기타,#연구개발특구,2024-06-30,2024-07-13
1134,연구개발특구진흥재단,대덕트구 융합성장 네트워크 바이오헬스 연구회 ,"바이오아이코어사업단, 대덕넷/특구재단, 연구재단 ",대덕특구,-,BT,,2024-06-18,2024-06-18
1135,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024 광주청년드림수당 및 활동지원사업,광주광역시,광주특구,광주광역시 국제커리어센터,기타,#취업,2024-06-03,2024-06-11
1136,(재)연구개발특구진흥재단 ,기술사업화 사례연구회 개최 ,"KARIT, 연구개발특구진흥재단 ",대덕특구,대덕TBC 1층 콜라보홀 ,기타,#연구개발특구#전문성#과학기술#기술사업화,2024-06-27,2024-06-27
1137,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,아카데미 수상 작품_영화 원작 소설 전시,전남대학교,광주특구,전남대학교 정보마루 3층 BB파크,기타,#연구개발특구#전시,2024-05-01,2024-12-31
1138,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,"혼례, 인연을 잇다",전남대학교,광주특구,전남대학교 도서관 정보마루 3층,기타,#연구개발특구#전시,2024-06-01,2024-08-31
1139,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,기업 도약보장 패키지_광주고용센터,광주고용센터,광주특구,광주고용센터,기타,#연구개발특구#고용,2024-06-11,2024-09-30
1140,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,학습성공스토리 공모전_조선대학교,조선대학교,광주특구,조선대학교,기타,#연구개발특구#학습성공스토리#대학혁신지원사업,2024-06-04,2024-07-05
1141,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024-1학기 캡스톤디자인 경진대회_조선대학교,조선대학교,광주특구,조선대학교,기타,#연구개발특구#캡스톤디자인,2024-06-14,2024-07-19
1142,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,진로역량강화 집단상담 프로그램_조선대학교,조선대학교 취업학생처 원스톱학생상담센터,광주특구,조선대학교 취업학생처 원스톱학생상담센터,기타,#연구개발특구#진로,2024-07-01,2024-07-08
1143,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,진로역량강화 집단상담 프로그램_6월,조선대학교 취업학생처 원스톱학생상담센터,광주특구,조선대학교 취업학생처 원스톱학생상담센터,기타,#연구개발특구#진로,2024-06-25,2024-06-27
1144,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,기후지킬원정대 모집_조선대학교,조선대학교,광주특구,덕성여대 기후환경위기대응사업단 & 조선대 기후위기대응 융합인재양성사업단,기타,#연구개발특구#기후위기,2024-06-12,2024-06-30
1145,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,시니어라이프케어 인재 양성_남부대학교,남부대학교,광주특구,남부대학교,기타,#연구개발특구#라이프케어,2024-05-20,2024-06-14
1146,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,암 예방 프로그램_남부대학교,남부대학교,광주특구,남부대학교 보건진료원,기타,#연구개발특구#보건,2024-06-13,2024-06-13
1147,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024 진&취 MAP Navigation 취업동아리,남부대학교,광주특구,남부대학교,기타,#연구개발특구#취업,2024-06-03,2024-06-25
1148,연구개발특구진흥재단,특구기업 대상 '24년 조달청 해외조달시장 진출 맞춤형 종합지원사업' 설명회,연구개발특구진흥재단,대덕특구,온라인,기타,,2024-06-20,2024-06-20
1149,연구개발특구진흥재단,제21회 연구개발특구 딥테크 혁신성장 포럼,연구개발특구진흥재단,대덕특구,대덕테크비즈센터 1층 콜라보홀,기타,#딥테크혁신성장포럼 #딥테크투자 #투자포럼 #연구개발특구 #연구개발특구진흥재단 #인공지능 #AI,2024-06-20,2024-06-20
1150,연구개발특구진흥재단,해외조달시장 진출 맞춤형 지원사업 설명회,조달청,대덕특구,Zoom,"IT,BT,CT,ET,NT,ST",#네트워킹 #전문성 #판로개척 #혁신조달,2024-06-20,2024-06-20
1151,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,딥테크 기술창업 및 전환기업 모집_광주광기술원,광주광기술원,광주특구,광주광기술원,"IT,BT,CT,ET,NT,ST",#연구개발특구#과학기술#기술사업화#창업,2024-06-13,2024-12-31
1152,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,청렴의 텐션을 높이다_GIST,광주과학기술원,광주특구,광주과학기술원,기타,#공정#반부패,2024-06-04,2024-08-30
1153,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024-1st AngelWave IR CAMP,(사)한국엔젤투자협회 호남권 엔젤투자허브,광주특구,담양 드몽드호텔,"IT,BT,CT,ET,NT,ST",#연구개발특구#과학기술#기술사업화#투자,2024-06-11,2024-06-26
1154,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,광주광역시 인권작품 공모전,광주광역시,광주특구,광주광역시,기타,#인권,2024-06-03,2024-08-09
1155,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,GIST 슈퍼컴퓨팅센터 HPC-AI 교육 과정,광주과학기술원,광주특구,광주과학기술원 AI대학원 1층 X+AI Studio,"IT,BT,CT,ET,NT,ST",#연구개발특구#과학기술#기술사업화#AI,2024-06-25,2024-06-26
1156,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀, KISTI SUPER-VISION CHALLENGE,한국과학기술정보연구원,광주특구,광주과학기술원,"IT,BT,CT,ET,NT,ST",#과학기술#기술사업화,2024-05-30,2024-06-25
1157,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024 한-메콩 유스그룹 워크숍 참가자 모집,한국과학기술정보연구원,광주특구,"KISTI 한국과학기술정보연구원, 대전광역시","IT,BT,CT,ET,NT,ST",#과학기술#기술사업화,2024-08-19,2024-08-23
1158,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,광주-청년 반상회,광주광역시 서구문화원,광주특구,광주광역시 서구문화원 강의실,기타,#문화탐방#ART치료,2024-06-10,2024-07-03
1159,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,대학(원)생 대상 이민정책연구 논문공모전,이민정책연구원,광주특구,이민정책연구원,기타,#국제이주#이민#외국인#다문화,2024-06-10,2024-09-30
1160,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,제2회 메카이브 창직 메이커톤,한국잡월드,광주특구,한국잡월드,기타,#창업#취업,2024-06-13,2024-07-05
1161,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,지역산업 발전 전략을 위한 광융합 기술 세미나,한국광기술원,광주특구,앙산시청 비즈니스센터 컨벤션홀(5F),IT,#연구개발특구#과학기술#기술사업화#광융합,2024-06-20,2024-06-20
1162,연구개발특구진흥재단,퀀텀 코리아 2024,과학기술정보통신부,대덕특구,킨텍스 제2전시장,"ET,NT",,2024-06-25,2024-06-27
1163,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,광주기업 시민체감형 AI제품서비스 이용자 모집,인공지능산업융합사업단,광주특구,인공지능산업융합사업단 창업지원팀,"IT,BT,CT,ET,NT,ST",#연구개발특구#과학기술#기술사업화#AI,2024-06-10,2024-06-24
1164,연구개발특구진흥재단 강소특구육성2팀,제1회 연구행정 지식잔치 in UNIST,울산과학기술원(UNIST),강소특구,울산과학기술원 본관 2층 대강당,기타,"#강소연구개발특구, #전문성, #연구행정",2024-06-18,2024-06-19
1165,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2025년 글로컬대학 대비 초청 특강,조선대학교,광주특구,조선대학교 서석홀 4층 대강당(대호전기홀),기타,#연구개발특구#과학기술#기술사업화#글로컬,2024-06-18,2024-06-18
1166,연구개발특구진흥재단,강소특구-KBSI 스타트업 연구분석 지원 매칭데이,"연구개발특구진흥재단, KBSI",강소특구,서울바이오허브,기타,,2024-06-20,2024-06-20
1167,연구개발특구진흥재단,제1회 연구행정 지식잔치 in UNIST,UNIST,강소특구,UNIST 본관 2층 대강당,기타,#연구행정,2024-06-18,2024-06-19
1168,대구연구개발특구본부 기술사업화팀,대구특구 지역혁신 실증 프로젝트 기획 수요조사 모집,연구개발특구진흥재단 대구연구개발특구본부,대구특구,온라인 접수(포스터 및 공고문 참고),"IT,BT,CT,ET,NT,ST",#연구개발특구 #대구특구 #지역혁신실증수요조사,2024-06-11,2024-07-10
1169,대전테크노파크,제11회 대전혁신기술교류회,대전테크노파크,대덕특구,D-유니콘라운지(신세계 엑스포타워 20층),기타,"#혁신기술, #교류회, #기술이전. #네트워킹",2024-06-25,2024-06-25
1170,대전테크노파크,대전 On-device AI 산업육성 방안 모색 세미나,대전테크노파크,대덕특구,대전컨벤션센터(DCC) 중회의장(1층),IT,"#AI, #On-device AI, #인공지능. #대전",2024-06-27,2024-06-27
1171,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,기후지킬원정대 모집(국내/해외),조선대학교/한국연구재단/덕성여자대학교,광주특구,덕성여자대학교,기타,#기후#환경#위기대응,2024-06-12,2024-06-30
1172,연구개발특구진흥재단 부산연구개발특구본부,기술이전 및 연구소기업 설립을 위한 오픈테이블,부산연구개발특구본부,부산특구,부산글로벌테크비즈센터 중회의실,"IT,BT,CT,ET,NT,ST","#연구소기업, #기술이전, #부산특구, #특구재단, #연구개발특구, #오픈테이블, #기술사업화",2024-06-27,2024-06-27
1173,전북연구개발특구본부,제2회 전북청년 빅데이터 경진대회,"연구개발특구진흥재단, 농촌진흥청, 국민연금공단 등",전북특구,우석대학교,IT,*전북 #빅데이터,2024-10-01,2024-10-31
1174,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024 with 광주 일자리 발람회,광주광역시,광주특구,김대중컨벤션센터 1층 다목적홀,기타,#일자리,2024-06-27,2024-06-27
1175,한국정보보호산업협회,제13회 정보보호의 날기념식 및 국제 정보보호 컨퍼런스,한국정보보호산업협회,과학벨트,서울특별시 홍제동 스위스그랜드호텔 컨벤션홀,기타,#정보보호의날,2024-07-10,2024-07-10
1176,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,재난 정신건강 인식개선 캠페인,"광주광역시, 광주광역정신건강복지센터",광주특구,광주광역정신건강복지센터,기타,#건강#정신건강#재단,2024-06-24,2024-07-14
